price,retail_sentiment,retail_volume,big_player_volume,big_player_direction,retail_pnl,big_player_pnl,exploitation_signal,round,simulation
103.36540105108996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
103.48341807625293,0.004410020558899953,0.0,0.0,0.0,0.0,0.0,0.0,1,0
104.25365469584781,0.004441507865804157,0.0,0.0,0.0,0.0,0.0,0.0,2,0
105.18916200381724,0.007072725315866929,0.0,0.0,0.0,0.0,0.0,0.0,3,0
104.02623159813011,0.010070425350777797,0.0,0.0,0.0,-0.0,-0.0,0.0,4,0
98.51983533935987,0.004504164536565198,0.0,0.0,0.0,-0.0,-0.0,0.0,5,0
98.74724027118853,0.029339034547156896,75.89333064639511,0.0,0.0,-8.629258840946665,0.0,0.0,6,0
99.78948317921927,0.0713729831277721,75.80177828521073,0.0,0.0,-39.59735271609775,0.0,0.0,7,0
101.26814956687333,0.11363179751311132,135.76404419366096,0.0,0.0,100.23948900137961,0.0,0.0,8,0
109.50950086914035,0.15340443350937524,169.3378831060978,0.0,0.0,1815.9111589751822,0.0,0.0,9,0
119.82049865622919,0.2122126224283123,199.9387368207473,0.0,0.0,4175.745237486808,0.0,0.0,10,0
131.80254852185212,0.26812908161421267,200.0,0.0,0.0,7248.5304232644885,0.0,0.0,11,0
143.32149882755454,0.31968417760935275,200.0,0.0,0.0,9272.168816974929,0.0,0.0,12,0
157.65364871031,0.3633243463977857,200.0,0.0,0.0,14403.081294276564,0.0,0.0,13,0
173.419013581341,0.40535991591456844,200.0,0.0,0.0,18996.46239791043,0.0,0.0,14,0
190.76091493947513,0.44319192847967304,200.0,0.0,0.0,24364.48890932831,0.0,0.0,15,0
209.83700643342266,0.47724073978826703,200.0,0.0,0.0,30616.156099050637,0.0,0.0,16,0
230.82070707676493,0.5078846699660019,200.0,0.0,0.0,37874.511837624144,0.0,0.0,17,0
253.90277778444144,0.535464207125963,200.0,0.0,0.0,46278.37716292187,0.0,0.0,18,0
273.09381882206725,0.560285790569928,200.0,0.0,0.0,42315.26888964971,0.0,0.0,19,0
300.403200704274,0.5769065102693219,200.0,0.0,0.0,65677.67370030927,0.0,0.0,20,0
325.15867192115854,0.5975838633989512,200.0,0.0,0.0,64486.74275760681,0.0,0.0,21,0
357.6745391132744,0.6122299811490519,200.0,0.0,0.0,91205.3527986095,0.0,0.0,22,0
389.42147018596745,0.6293749871907082,200.0,0.0,0.0,95397.91232797333,0.0,0.0,23,0
427.78753361812073,0.642363931711474,200.0,0.0,0.0,122961.28091858145,0.0,0.0,24,0
470.56628697993284,0.656191883922711,200.0,0.0,0.0,145659.47826147324,0.0,0.0,25,0
517.6229156779261,0.6689406996870012,200.0,0.0,0.0,169636.75182721912,0.0,0.0,26,0
552.1421088280209,0.6804146338748622,200.0,0.0,0.0,131343.77331510163,0.0,0.0,27,0
582.7038032543015,0.6825414522024196,200.0,0.0,0.0,122398.03094639233,0.0,0.0,28,0
626.622842936236,0.6809748920670126,200.0,0.0,0.0,184677.3268998727,0.0,0.0,29,0
689.2851272298597,0.6854698399584445,200.0,0.0,0.0,276024.1735400076,0.0,0.0,30,0
751.8919087138256,0.6952908601191612,200.0,0.0,0.0,288301.042784699,0.0,0.0,31,0
806.6324496215743,0.7021613714449704,200.0,0.0,0.0,263025.51341191196,0.0,0.0,32,0
725.969204659417,0.7038427232491082,200.0,1179.8505242519573,-1.0,-403715.43622497405,47585.28592823271,1.0,33,0
653.3722841934753,0.6462765145148923,198.04528712302823,1244.2783602799525,-1.0,-377792.32362803374,130818.903250187,1.0,34,0
588.0350557741277,0.5939160208692275,195.11511196951304,1315.8648447555029,-1.0,-352857.09666570596,201373.34361198926,1.0,35,0
529.2315501967149,0.5473424823729995,190.40628502974525,1395.40538306167,-1.0,-328861.89594411984,260952.10623245063,1.0,36,0
476.30839517704345,0.5054262977263945,183.8534658294931,1469.8133038680212,-1.0,-305772.7491792331,310675.10197602515,1.0,37,0
428.67755565933913,0.4677017315444499,175.31421630015151,1500.0,-1.0,-283608.29954044265,350334.9422154631,1.0,38,0
385.8098000934052,0.43374917078449016,163.18119966156067,1500.0,-1.0,-262343.9855819235,379603.0813428179,1.0,39,0
347.2288200840647,0.40318963906424143,149.65013680563862,1500.0,-1.0,-241989.93287296194,399514.2432225468,1.0,40,0
312.5059380756582,0.37568046696047264,136.85349474581173,1500.0,-1.0,-222611.28691341617,411647.14191290207,1.0,41,0
340.94783805983866,0.35091657245165353,126.29773909311892,0.0,0.0,185908.13752452235,-358516.1908213965,0.0,42,0
375.0426218658226,0.39226600652249305,199.1893496453677,0.0,0.0,228276.45860086635,-429771.9921594264,0.0,43,0
409.40931680708456,0.43140741002680505,199.80545489944473,0.0,0.0,236953.06476997994,-433199.4897779411,0.0,44,0
449.4601995851001,0.4648475040150035,200.0,0.0,0.0,284150.94451928465,-504849.8848738972,0.0,45,0
494.4062195436102,0.49628270865848867,200.0,0.0,0.0,327869.91616925434,-566554.128840553,0.0,46,0
538.2982380137177,0.5250224419492013,200.0,0.0,0.0,328959.64398132154,-553268.2161922292,0.0,47,0
592.1280618150895,0.54845079662308,200.0,0.0,0.0,414206.9613354586,-678536.3633438314,0.0,48,0
646.5569030318694,0.5719737211173334,200.0,0.0,0.0,429702.0179974193,-686087.1051060634,0.0,49,0
673.0623129609327,0.5914212748574187,200.0,0.0,0.0,214554.6299165017,-334106.32233475236,0.0,50,0
728.1056432355379,0.5940639037451475,200.0,0.0,0.0,456570.5867362611,-693832.870207392,0.0,51,0
771.2195253995474,0.6089059771426384,200.0,0.0,0.0,366241.590154571,-543459.6427650938,0.0,52,0
799.6669741152708,0.615928828812421,200.0,0.0,0.0,247343.414895457,-358586.13376113656,0.0,53,0
837.1059942884485,0.61462383121783,200.0,0.0,0.0,333010.67227186117,-471926.8019379423,0.0,54,0
880.0336057072559,0.616998765858866,200.0,0.0,0.0,390415.8338538231,-541111.6604548938,0.0,55,0
941.9506630238274,0.6206509287971991,200.0,0.0,0.0,575503.4818111695,-780477.6596624727,0.0,56,0
975.0287896432555,0.6298041999170363,200.0,0.0,0.0,314068.4964114254,-416956.81236841774,0.0,57,0
979.2895592524517,0.626455153857889,200.0,0.0,0.0,41307.09020380386,-53707.905980479576,0.0,58,0
1001.1931998561087,0.6112101365440286,199.87053913811783,0.0,0.0,216729.59936649606,-276100.04249757406,0.0,59,0
1046.558425196571,0.6048071976301902,200.0,0.0,0.0,457944.67197449884,-571838.3017260836,0.0,60,0
1087.7477368468383,0.6076406797694914,200.0,0.0,0.0,424028.2760439942,-519200.02262938395,0.0,61,0
1133.9939301876327,0.6080693196292083,200.0,0.0,0.0,485336.18574796274,-582943.0905021587,0.0,62,0
1174.8270787964184,0.6095912109572437,200.0,0.0,0.0,436694.9726240085,-514710.5118367034,0.0,63,0
1136.3289276692674,0.6085950956208337,200.0,0.0,0.0,-419422.69409243955,485277.37258936634,0.0,64,0
1128.5116463967763,0.5801714749801329,198.7654486002607,0.0,0.0,-86724.9330042701,98538.49095706591,0.0,65,0
1178.5720935037043,0.5649042321551786,199.10850487710508,0.0,0.0,565329.5674919436,-631022.5694336283,0.0,66,0
1060.714884153334,0.5713948200423762,200.0,824.5079914165647,-1.0,-1354473.1643775844,1534202.2641217045,1.0,67,0
1124.6327506123425,0.5270734016288334,187.19879363382967,0.0,0.0,746874.2427219801,-858399.075596951,0.0,68,0
1183.1082849432478,0.5426042464026392,200.0,0.0,0.0,694532.5355446202,-785310.0767510415,0.0,69,0
1253.087900847582,0.5539334391596308,200.0,0.0,0.0,845166.0976240329,-939806.6758288026,0.0,70,0
1259.9752098482868,0.5664333111031826,200.0,0.0,0.0,84557.68501277007,-92494.63424044455,0.0,71,0
1236.057671727718,0.5576556381469525,199.26895088375048,0.0,0.0,-298417.9942625538,321205.8497981605,0.0,72,0
1243.1931542706127,0.5397080156502226,198.574714026928,0.0,0.0,90448.4821677461,-95827.53552462817,0.0,73,0
1239.5776730423802,0.5337169880582091,199.0012108228551,0.0,0.0,-46548.10093766557,48554.9020342106,0.0,74,0
1208.9961107412685,0.524735061168926,198.7250106954795,0.0,0.0,-399808.8409133608,410701.8313325605,0.0,75,0
1206.538222786411,0.5072693054983897,198.0,0.0,0.0,-32620.814176110944,33008.748027025,0.0,76,0
1297.8688572994047,0.501294160537595,198.48080748679882,0.0,0.0,1230235.3935077707,-1226544.886161282,0.0,77,0
1320.558083207657,0.5238439378815971,200.0,0.0,0.0,310147.4017213816,-304709.960213468,0.0,78,0
